exhibition,edition,latest_basis,artist,title,work_year,confidence,source_url,extraction_method,raw_caption_or_context,coverage_note
documenta,documenta IX: A documenta of locations (1992),Historical edition; collected 2026-05-29 for big-data art-title research,Bruce Nauman,Anthro/Socio (Rinde Spinning),1991,high,https://documenta.de/en/retrospective/documenta-ix,official_caption,"Bruce Naumann - Anthro / Socio (1991); video installation in the foyer of the Museum Fridericianum, served almost as a leitmotif for documenta 9. German Wikipedia gives full title 'Anthro/Socio - Rinde Spinning'.",Official documenta page + de.wikipedia confirm title; year 1991 per documenta page (some sources cite 1992)
documenta,documenta IX: A documenta of locations (1992),Historical edition; collected 2026-05-29 for big-data art-title research,Peter Kogler,Ants,1992,high,https://documenta.de/en/retrospective/documenta-ix,official_caption,Peter Kogler - Ants (1992); wall mural of technically generated images of giant ants in almost infinite reproduction in the foyer of the Fridericianum,Official documenta page + de.wikipedia ('Ants (Ameisen)'); high confidence
documenta,documenta IX: A documenta of locations (1992),Historical edition; collected 2026-05-29 for big-data art-title research,Ilya Kabakov,The Toilet (Die Toilette),1992,high,https://documenta.de/en/retrospective/documenta-ix,official_caption,"Ilya Kabakov - The Toilet (1992); accessible toilet house built in the courtyard behind the Fridericianum, hybrid of a typical Russian two-room apartment and a public toilet",Official documenta page; ONCURATING article uses German title 'Die Toilette'; IMMA holds related work
documenta,documenta IX: A documenta of locations (1992),Historical edition; collected 2026-05-29 for big-data art-title research,Ilya Kabakov,"The Toilet - Documenta IX, Kassel",1992,high,https://imma.ie/collection/the-toilet-documenta-ix-kassel/,museum_collection_page,"Ilya Kabakov, The Toilet - Documenta IX, Kassel, 1992, Unframed, 28 x 21.5 cm, Collection Irish Museum of Modern Art, Purchase, 1999",IMMA collection page; this is the related work-on-paper bearing the documenta IX title caption
documenta,documenta IX: A documenta of locations (1992),Historical edition; collected 2026-05-29 for big-data art-title research,Jonathan Borofsky,Man Walking to the Sky (Himmelstuermer),1991-1992,high,https://documenta.de/en/retrospective/documenta-ix,official_caption,Jonathan Borofsky - Man Walking to the Sky (1991-92); towered some 15 meters high on Friedrichsplatz. German Wikipedia: 'Man walking to the sky (Himmelstuermer)',Official documenta page + de.wikipedia; most popular work of the edition
documenta,documenta IX: A documenta of locations (1992),Historical edition; collected 2026-05-29 for big-data art-title research,Thomas Schuette,The Strangers (Die Fremden),1992,high,https://documenta.de/en/retrospective/documenta-ix,official_caption,Thomas Schuette - The Strangers (1992); ceramic sculpture group on the canopy of the Rotes Palais. German Wikipedia: 'Die Fremden',Official documenta page + de.wikipedia confirm title; life-size ceramic figures
documenta,documenta IX: A documenta of locations (1992),Historical edition; collected 2026-05-29 for big-data art-title research,Rebecca Horn,"Der Mond, das Kind, der anarchistische Fluss",1992,high,https://documenta.de/en/retrospective/documenta-ix,official_caption,"Rebecca Horn created a highly intense atmosphere with her installation Der Mond, das Kind, der anarchistische Fluss (1992) in the former Gerhart Hauptmann School",Official documenta page; confirmed installation title
documenta,documenta IX: A documenta of locations (1992),Historical edition; collected 2026-05-29 for big-data art-title research,Lothar Baumgarten,Entenschlaf,1992,high,https://de.wikipedia.org/wiki/Documenta_IX,wikipedia_listed_works,Der Zwehrenturm mit den Symbolen und Bannern (Entenschlaf) von Lothar Baumgarten,German Wikipedia documenta IX page; work decorated the Zwehrenturm
documenta,documenta IX: A documenta of locations (1992),Historical edition; collected 2026-05-29 for big-data art-title research,Mo Edoga,Signalturm der Hoffnung,1992,high,https://de.wikipedia.org/wiki/Documenta_IX,wikipedia_listed_works,Auf dem Friedrichsplatz baute [Mo Edoga] den Signalturm der Hoffnung aus Strandgut und Resthoelzern,German Wikipedia documenta IX page; tower built from driftwood and scrap wood
documenta,documenta IX: A documenta of locations (1992),Historical edition; collected 2026-05-29 for big-data art-title research,Max Neuhaus,Three to One,1992,high,https://de.wikipedia.org/wiki/Documenta_IX,wikipedia_listed_works,Three to One (Klanginstallation) von [Max Neuhaus],German Wikipedia documenta IX page; sound installation
documenta,documenta IX: A documenta of locations (1992),Historical edition; collected 2026-05-29 for big-data art-title research,Vera Frenkel,...from the Transit Bar,1992,high,https://canadianart.ca/reviews/vera-frenkel-from-the-transit-bar/,secondary_source_checklist,"Vera Frenkel's installation ...from the Transit Bar was originally commissioned by Jan Hoet in 1992 for documenta IX; multi-media installation with a functioning bar and video monitors, on the second floor of the Fridericianum",Canadian Art review; ONCURATING article also lists it as 'Transit Bar'. Commissioned work for documenta IX
documenta,documenta IX: A documenta of locations (1992),Historical edition; collected 2026-05-29 for big-data art-title research,Cildo Meireles,Fontes,1992,high,https://www.on-curating.org/issue-33-reader/installations-everywhere-disorientation-and-displacement-in-jan-hoets-documenta-ix-1992.html,secondary_source_checklist,"Meireles' work for documenta IX, Fontes, works in the same tradition, immersing the visitor in accumulated measurements; installation in the documenta-Halle (multiples of wood rulers, clocks and numbers)",ONCURATING academic article; work also in MoMA collection as 'Fontes' 1992
documenta,documenta IX: A documenta of locations (1992),Historical edition; collected 2026-05-29 for big-data art-title research,Franz West,Auditorium,1992,high,https://www.on-curating.org/issue-33-reader/installations-everywhere-disorientation-and-displacement-in-jan-hoets-documenta-ix-1992.html,secondary_source_checklist,"Franz West's installation of seventy-two kilim-upholstered divans, called Auditorium, created a respite in a parking lot above ground","ONCURATING academic article; interactive installation, also in Centre Pompidou collection"
documenta,documenta IX: A documenta of locations (1992),Historical edition; collected 2026-05-29 for big-data art-title research,Tadashi Kawamata,People's Garden,1992,high,https://www.on-curating.org/issue-33-reader/installations-everywhere-disorientation-and-displacement-in-jan-hoets-documenta-ix-1992.html,secondary_source_checklist,a shantytown along the waterside beyond the temporary structures in the Karlsaue Park called People's Garden (1992),ONCURATING academic article; large-scale site-specific construction in Karlsaue Park
documenta,documenta IX: A documenta of locations (1992),Historical edition; collected 2026-05-29 for big-data art-title research,Guillaume Bijl,Die Geschichte der documenta Wachsmuseum (The History of documenta Wax Museum),1992,medium,https://www.on-curating.org/issue-33-reader/installations-everywhere-disorientation-and-displacement-in-jan-hoets-documenta-ix-1992.html,secondary_source_checklist,"Guillaume Bijl's wax museum of documenta history ... featuring a wax figure of the curator; titled 'Die Geschichte der documenta Wachsmuseum / The History of documenta Wax Museum', featuring effigies of Arnold Bode, Joseph Beuys and Jan Hoet",ONCURATING article + corroborating sources for German/English title; transformed display cases in front of a department store
documenta,documenta IX: A documenta of locations (1992),Historical edition; collected 2026-05-29 for big-data art-title research,Dara Birnbaum,Transmission Tower: Sentinel,1992,high,https://www.on-curating.org/issue-33-reader/installations-everywhere-disorientation-and-displacement-in-jan-hoets-documenta-ix-1992.html,secondary_source_checklist,Dara Birnbaum's installation of micro-sized monitors entitled Transmission Tower: Sentinel (1992),ONCURATING academic article; installation of micro-sized monitors
documenta,documenta IX: A documenta of locations (1992),Historical edition; collected 2026-05-29 for big-data art-title research,Zoe Leonard,Untitled,1992,medium,https://www.on-curating.org/issue-33-reader/installations-everywhere-disorientation-and-displacement-in-jan-hoets-documenta-ix-1992.html,secondary_source_checklist,"Zoe Leonard, Untitled (1992): a series of black-and-white photographs of female genitals alongside moralistic 18th-century German paintings","ONCURATING academic article; work is untitled (recorded as 'Untitled'), interspersed among historical paintings in the Neue Galerie"
documenta,documenta IX: A documenta of locations (1992),Historical edition; collected 2026-05-29 for big-data art-title research,Jimmie Durham,Jesus. Es geht um die Wurst (Jesus. It's about the Sausage),1992,high,https://www.ensembles.org/events/documenta-ix,secondary_source_checklist,"Jimmie Durham, Jesus. Es geht um die Wurst [Jesus. It's about the Sausage], 1992.",M HKA Ensembles documenta IX page (structured listing); confirmed title and year
documenta,documenta IX: A documenta of locations (1992),Historical edition; collected 2026-05-29 for big-data art-title research,Jimmie Durham,Himmelfahrt (Ascension),1992,high,https://www.ensembles.org/events/documenta-ix,secondary_source_checklist,"Jimmie Durham, Himmelfahrt [Ascension], 1992.",M HKA Ensembles documenta IX page (structured listing); confirmed title and year
documenta,documenta IX: A documenta of locations (1992),Historical edition; collected 2026-05-29 for big-data art-title research,Jimmie Durham,Die kleine Fulda,1992,high,https://www.ensembles.org/events/documenta-ix,secondary_source_checklist,"Jimmie Durham, Die kleine Fulda, 1992.",M HKA Ensembles documenta IX page (structured listing); confirmed title and year
documenta,documenta IX: A documenta of locations (1992),Historical edition; collected 2026-05-29 for big-data art-title research,Jimmie Durham,Approach in Love and Fear,1992,medium,https://www.ensembles.org/events/documenta-ix,secondary_source_checklist,"Exhibition view, Jimmie Durham's installation Approach in Love and Fear",M HKA Ensembles documenta IX page; year inferred as 1992 (not explicit in caption)
documenta,documenta IX: A documenta of locations (1992),Historical edition; collected 2026-05-29 for big-data art-title research,Jan Hoet & Jef Lambrecht,BIWA promokaarten Doc. IX / I.E.,1992,medium,https://www.ensembles.org/events/documenta-ix,secondary_source_checklist,"Jan Hoet, Jef Lambrecht, BIWA promokaarten Doc. IX / I.E., 1992. Multiple, paper, ink",M HKA Ensembles documenta IX page; multiple/promotional cards related to documenta IX
documenta,documenta IX: A documenta of locations (1992),Historical edition; collected 2026-05-29 for big-data art-title research,Jimmie Durham,Untitled,1992,medium,https://documenta.de/en/retrospective/documenta-ix,official_caption,Jimmie Durham - Untitled (1992),Official documenta page lists an untitled Durham work (1992); recorded as 'Untitled'
documenta,"documenta 8 (year 1987, theme: Socio-political responsibility of art; elevation of design to art (artistic directors Manfred Schneckenburger and Edward F. Fry))",Historical edition; collected 2026-05-29 for big-data art-title research,Hans Haacke,Kontinuität,1987,high,https://documenta.de/en/retrospective/documenta-8,official_caption,"The installation Kontinuität (1987) by Hans Haacke, for example, is exemplary ... staged in the rotunda of the Fridericianum; image caption: 'Hans Haacke, Kontinuität (1987) © Hans Haacke/VG Bild-Kunst Photo: Frank Mihm'",Official documenta retrospective page; body text and image caption both confirm work at d8.
